student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
118925,17,Male,Psychology,6.6,4.1,0.6,Yes,51.2,6.4,Fair,3,PhD,High,8.3,No,3.78,6,6.7,No,4,13.2,Dorm,No,Low,2,2,10,Kinesthetic,5.7,95
118926,17,Male,Business,4.1,4.5,2.7,Yes,84.2,5.3,Fair,6,Master,Low,5.6,No,2.75,5,4.8,No,5,12.8,Library,No,High,4,5,10,Reading,4.7,67
118927,27,Female,Computer Science,4.22162223341118,3.8,3.5,No,60.0,9.9,Fair,0,High School,Low,4.7,Yes,3.3,6,1.9,No,2,12.7,Library,Yes,Medium,1,5,10,Auditory,6.7,79
118928,22,Other,Engineering,2.9,3.8,3.6,Yes,49.7,7.9,Good,5,Master,Medium,7.1,No,4.0,6,5.2,No,1,11.4,Library,Yes,Low,1,1,10,Visual,1.3,100
118929,28,Male,Engineering,2.3,4.0,2.3,No,72.2,7.9,Fair,1,Some College,High,5.9,No,3.87,6,1.4,No,0,10.4,Cafe,Yes,Low,10,8,7,Reading,2.8,99
118930,19,Female,Business,2.1,0.6,3.4,Yes,69.9,8.2,Good,3,Master,Medium,5.5,No,3.38,1,6.5,No,2,7.8,Quiet Room,Yes,Medium,10,8,7,Visual,8.1,84
118931,25,Other,Computer Science,8.248041497157017,3.3,2.7,Yes,66.3,7.7,Fair,0,PhD,High,10,No,4.0,7,5.8,No,1,16.1,Co-Learning Group,No,High,7,7,8,Visual,7.4,100
118932,23,Female,Arts,2.7,2.4,1.7,Yes,92.1,4.6,Good,5,Some College,Low,6.7,No,4.0,5,6.6,No,5,7.5,Cafe,Yes,Low,7,4,10,Reading,7.9,98
118933,28,Male,Psychology,6.8,5.0,3.1,No,50.7,9.7,Good,2,Master,Low,5.6,Yes,4.0,7,6.4,No,1,16.8,Cafe,Yes,High,3,9,6,Auditory,9.4,100
118934,27,Male,Business,8.0,3.9,3.7,No,70.9,5.3,Fair,2,PhD,High,7.300000000000001,No,4.0,5,8.5,No,1,16.0,Library,Yes,High,8,7,8,Reading,6.8,100
118935,22,Male,Psychology,3.0,4.0,3.0,Yes,87.8,4,Good,3,Master,High,4.6,No,3.22,7,3.4,No,2,10.8,Co-Learning Group,Yes,Low,6,4,10,Visual,5.7,87
118936,25,Female,Biology,1.9,1.9,3.3,Yes,85.7,6.8,Good,1,Some College,High,7.0,Yes,3.83,4,7.0,No,0,7.1,Quiet Room,Yes,Low,4,1,10,Kinesthetic,7.8,91
118937,26,Female,Engineering,4.5,0.4,0.9,No,68.8,6.6,Good,1,High School,Medium,10,Yes,4.0,2,7.1,No,1,7.7,Quiet Room,Yes,Medium,1,7,8,Reading,5.1,100
118938,16,Male,Arts,0,3.7,1.1,No,42.6,7.0,Good,5,High School,Medium,4.6,Yes,3.17,7,7.1,No,4,6.0,Quiet Room,No,Low,1,10,5,Kinesthetic,2.8,86
118939,21,Other,Computer Science,4.271216715649775,4.1,3.0,Yes,87.0,8.1,Fair,5,Master,Medium,8.6,No,4.0,2,4.4,No,1,12.0,Co-Learning Group,No,High,8,10,5,Visual,4.1,95
118940,25,Male,Computer Science,6.5393214827922765,1.0,1.8,Yes,53.1,5.4,Good,6,Master,Medium,7.199999999999999,Yes,4.0,4,8.0,No,5,10.2,Dorm,Yes,Low,7,3,10,Visual,7.5,99
118941,26,Female,Engineering,3.6,0.3,1.3,Yes,64.0,4.5,Fair,4,Some College,Low,5.6,No,3.58,2,1.9,No,2,6.4,Quiet Room,Yes,Low,4,1,10,Kinesthetic,7.4,95
118942,28,Other,Psychology,5.2,3.6,2.2,Yes,98.6,8.9,Good,4,PhD,High,2.8,No,2.99,1,8.4,No,2,11.5,Dorm,Yes,Low,10,5,10,Auditory,1.9,80
118943,27,Female,Arts,4.7,1.3,1.7,Yes,42.4,7.1,Fair,3,Bachelor,Low,4.1,No,4.0,6,4.1,No,1,9.4,Dorm,Yes,High,1,4,10,Visual,9.5,100
118944,25,Female,Psychology,4.1,0.7,1.1,Yes,82.9,4.9,Fair,0,Some College,High,6.5,Yes,3.07,4,5.6,No,0,7.6,Quiet Room,Yes,Medium,4,3,10,Auditory,3.0,73
118945,16,Female,Engineering,5.4,2.8,3.9,No,50.6,8.1,Good,4,Some College,High,8.5,Yes,3.44,2,1,No,2,13.6,Cafe,No,Medium,10,1,10,Auditory,1.2,89
118946,25,Other,Biology,0,4.5,3.0,No,69.2,6.8,Poor,4,PhD,Low,5.5,No,4.0,3,4.5,No,0,7.9,Library,Yes,Low,7,2,10,Auditory,6.4,100
118947,27,Other,Biology,4.6,0.7,2.0,Yes,45.0,6.6,Good,5,Some College,Low,6.6,Yes,4.0,4,2.3,No,2,8.9,Cafe,No,Low,8,6,9,Kinesthetic,7.2,100
118948,22,Male,Business,1.8,0.4,2.5,Yes,75.0,8.7,Fair,4,Master,High,5.9,Yes,3.35,3,5.3,No,1,4.9,Dorm,No,Low,2,2,10,Reading,6.4,87
118949,22,Female,Biology,2.1,2.3,3.6,No,77.0,8.8,Good,5,Bachelor,Low,5.3,Yes,4.0,6,5.6,No,2,9.8,Co-Learning Group,No,High,6,2,10,Auditory,4.1,97
118950,27,Male,Engineering,6.4,4.6,0.3,No,75.3,6.8,Poor,5,Some College,Medium,7.8,Yes,4.0,2,4.6,No,0,11.7,Dorm,Yes,Medium,3,2,10,Visual,2.2,92
118951,22,Other,Computer Science,5.5168346334421035,2.1,3.1,Yes,94.3,9.7,Poor,4,Master,Medium,5.6,No,3.42,2,7.5,No,5,12.0,Dorm,No,Medium,5,6,9,Reading,1.7,83
118952,20,Female,Business,3.6,3.3,2.2,Yes,74.7,4.6,Good,5,Some College,Low,6.5,No,3.33,2,5.7,No,0,9.2,Library,Yes,Medium,2,6,9,Visual,8.4,83
118953,24,Male,Computer Science,4.065305077201108,1.7,1.7,Yes,50.8,4.4,Good,3,Master,Medium,7.2,Yes,3.72,4,4.4,No,5,8.8,Library,Yes,High,10,5,10,Kinesthetic,4.5,98
118954,26,Other,Computer Science,6.921053797382339,3.4,0.7,No,42.5,7.9,Good,7,Master,Low,10,No,3.51,8,6.1,No,2,11.5,Cafe,No,Low,8,8,7,Reading,8.1,85
118955,27,Other,Engineering,6.3,2.0,2.1,No,84.4,4.8,Good,7,Master,Medium,6.8,No,3.94,7,6.5,No,4,10.7,Quiet Room,Yes,Low,6,3,10,Reading,9.3,100
118956,19,Male,Psychology,4.9,1.2,3.6,No,95.9,7.5,Fair,5,High School,Low,8.1,No,3.04,5,6.4,No,1,9.7,Co-Learning Group,Yes,High,5,5,10,Auditory,2.3,76
118957,23,Other,Computer Science,9.2563201834528,3.1,3.7,Yes,91.8,7.7,Fair,1,Some College,Low,10,No,3.71,2,10,No,3,17.1,Cafe,No,High,1,4,10,Auditory,2.3,92
118958,27,Female,Arts,2.8,1.4,1.6,Yes,49.5,8.5,Good,5,Master,High,6.9,Yes,3.31,6,8.5,No,5,7.0,Library,Yes,Low,8,10,5,Visual,7.0,85
118959,19,Other,Business,3.7,3.2,2.0,No,90.1,5.8,Fair,2,Bachelor,High,4.6,Yes,3.79,2,5.0,No,4,9.8,Co-Learning Group,No,Medium,3,9,6,Reading,9.4,87
118960,16,Female,Psychology,3.6,0.9,2.3,No,58.4,6.5,Fair,7,Master,Medium,5.9,No,4.0,6,5.5,No,0,8.1,Co-Learning Group,Yes,Medium,9,2,10,Kinesthetic,4.5,100
118961,17,Male,Arts,3.1,1.1,0.8,Yes,59.5,5.5,Poor,5,Some College,Medium,6.0,No,3.58,5,4.6,No,2,6.5,Quiet Room,No,High,7,1,10,Auditory,1.9,88
118962,18,Female,Computer Science,4.4087647489376245,0.8,0.6,No,60.3,8.3,Fair,6,Bachelor,Medium,9.0,No,3.75,2,3.8,No,5,7.6,Cafe,Yes,High,10,8,7,Visual,5.3,90
118963,23,Other,Psychology,5.1,0.4,2.7,No,49.3,10.3,Poor,4,Bachelor,Medium,10,Yes,3.97,4,4.7,No,1,9.5,Quiet Room,Yes,High,2,5,10,Auditory,7.2,100
118964,22,Male,Engineering,0.1,0.3,1.2,No,93.1,8.0,Fair,3,PhD,Medium,8.6,Yes,2.43,1,2.7,No,2,3.0,Cafe,No,Low,5,4,10,Reading,9.5,61
118965,20,Female,Arts,7.1,2.2,3.9,Yes,89.0,7.0,Fair,2,Bachelor,Low,7.1,No,3.78,4,1,No,3,14.7,Co-Learning Group,Yes,Medium,8,6,9,Kinesthetic,9.7,94
118966,17,Other,Arts,2.4,1.0,3.2,No,41.2,6.9,Poor,0,Bachelor,High,4.5,No,2.83,1,4.1,No,4,7.1,Dorm,Yes,High,1,3,10,Kinesthetic,3.6,70
118967,20,Male,Arts,6.9,1.4,0.5,No,62.7,9.4,Good,6,Some College,Medium,4.5,No,4.0,1,5.7,No,3,10.1,Co-Learning Group,No,High,8,8,7,Reading,6.9,100
118968,24,Female,Computer Science,5.292807979624973,1.3,0.4,No,98.3,8.2,Poor,7,Master,Medium,6.5,No,2.99,7,8.0,No,1,8.5,Cafe,No,Medium,5,7,8,Auditory,3.4,74
118969,28,Other,Psychology,4.4,1.4,0.9,Yes,85.4,5.2,Poor,0,Master,Low,10,Yes,4.0,5,3.5,No,5,7.8,Quiet Room,No,Medium,4,8,7,Auditory,1.9,100
118970,24,Male,Computer Science,6.5209650580396135,0.6,3.3,Yes,80.4,7.1,Good,5,High School,High,8.9,Yes,4.0,4,2.7,No,3,11.5,Dorm,Yes,Medium,2,9,6,Visual,1.9,100
118971,16,Female,Engineering,2.3,0.3,0.3,No,45.7,7.5,Good,1,High School,High,6.2,Yes,3.54,3,4.9,No,4,3.3,Co-Learning Group,No,Low,9,7,8,Visual,4.6,89
118972,25,Male,Computer Science,2.5303036228332236,4.2,3.9,No,60.1,6.6,Good,1,High School,High,6.4,No,4.0,7,6.2,No,3,10.8,Co-Learning Group,Yes,High,4,2,10,Visual,8.4,100
118973,19,Female,Engineering,5.2,1.7,2.1,No,79.1,7.8,Fair,3,PhD,Low,6.3,No,4.0,2,4.9,No,1,9.8,Library,Yes,High,1,6,9,Auditory,8.2,100
118974,27,Male,Biology,0.2,2.8,3.5,Yes,82.8,7.7,Poor,0,PhD,Medium,6.9,No,2.43,4,4.0,No,5,8.0,Dorm,No,Medium,8,5,10,Reading,5.4,69
118975,27,Other,Psychology,1.8,3.1,1.5,Yes,50.1,6.7,Good,7,PhD,High,6.6,No,4.0,1,5.7,No,4,8.3,Quiet Room,No,High,7,7,8,Auditory,8.3,100
118976,23,Other,Biology,4.7,2.2,2.3,Yes,66.6,6.4,Good,3,Master,Low,3.7,Yes,4.0,2,7.8,No,1,10.7,Co-Learning Group,Yes,Medium,9,10,5,Auditory,1.4,100
118977,18,Male,Engineering,7.5,2.9,2.5,No,64.4,5.6,Fair,5,Bachelor,High,6.0,No,3.22,5,4.0,No,1,13.9,Co-Learning Group,No,High,8,4,10,Auditory,6.6,80
118978,25,Other,Computer Science,4.007071545089329,0.9,3.1,No,55.1,5.1,Poor,6,Some College,High,4.7,Yes,3.15,3,5.7,No,2,8.3,Dorm,Yes,High,2,10,5,Reading,7.4,84
118979,20,Other,Arts,5.6,1.7,1.4,Yes,95.5,7.0,Fair,4,High School,Medium,10,No,3.09,7,7.0,No,3,10.5,Quiet Room,No,Low,4,1,10,Auditory,3.7,69
118980,21,Female,Psychology,2.5,4.1,2.4,No,82.8,6.1,Fair,2,Master,Low,10,Yes,2.97,3,5.9,No,0,9.3,Dorm,No,Medium,4,6,9,Kinesthetic,2.1,70
118981,21,Female,Psychology,5.8,3.6,2.7,Yes,57.5,7.5,Fair,6,Some College,High,6.9,No,4.0,3,5.0,No,5,13.2,Dorm,No,Low,6,7,8,Auditory,3.4,100
118982,16,Male,Arts,3.9,4.0,2.0,No,43.0,6.5,Fair,4,PhD,High,7.1,Yes,3.49,4,3.3,No,4,11.6,Quiet Room,No,Low,10,3,10,Reading,8.5,83
118983,16,Male,Computer Science,9.988844793407827,0.6,3.1,No,67.9,6.2,Good,1,Some College,Medium,7.6,Yes,3.38,7,2.7,No,0,13.7,Cafe,Yes,High,7,4,10,Reading,5.0,80
118984,28,Female,Computer Science,9.454526959726667,4.4,0.6,Yes,45.3,6.3,Fair,3,High School,High,6.0,Yes,3.76,1,3.7,No,0,16.2,Quiet Room,No,Medium,9,3,10,Visual,5.5,100
118985,16,Female,Biology,3.1,3.9,1.3,No,97.8,7.4,Fair,7,High School,High,8.1,Yes,3.47,1,2.2,No,5,9.4,Dorm,Yes,Medium,2,5,10,Kinesthetic,1.6,91
118986,27,Male,Computer Science,6.201153491423101,3.7,1.3,No,74.0,9.7,Poor,0,High School,High,6.2,Yes,4.0,5,5.7,No,2,13.1,Quiet Room,Yes,High,5,1,10,Visual,6.7,99
118987,20,Female,Psychology,5.2,0.7,3.9,No,74.3,9.9,Good,1,Some College,Medium,10,No,3.87,1,3.1,No,2,9.8,Quiet Room,Yes,Low,5,8,7,Kinesthetic,3.1,97
118988,17,Other,Psychology,4.0,2.4,1.7,No,54.6,7.0,Good,7,PhD,High,9.4,No,4.0,7,4.1,No,2,9.7,Dorm,No,High,5,8,7,Reading,8.1,97
118989,18,Female,Engineering,4.8,4.9,1.6,Yes,85.6,5.5,Good,5,High School,Low,8.2,No,2.71,5,7.0,No,3,11.8,Co-Learning Group,Yes,Medium,10,2,10,Visual,6.3,70
118990,16,Female,Computer Science,5.158822896377813,2.5,0.8,No,67.4,8.9,Poor,5,Master,High,7.5,Yes,4.0,5,3.7,No,5,9.2,Co-Learning Group,Yes,Medium,1,9,6,Reading,8.3,100
118991,28,Male,Business,5.8,4.4,0.3,Yes,99.0,6.6,Fair,0,Some College,Medium,4.1,Yes,4.0,1,3.5,No,0,12.3,Cafe,Yes,Low,8,7,8,Reading,4.0,99
118992,25,Male,Psychology,6.5,3.0,1.1,No,80.6,7.9,Good,3,Some College,Medium,9.1,Yes,4.0,6,4.5,No,1,10.9,Library,No,Medium,9,6,9,Kinesthetic,6.3,96
118993,17,Other,Arts,3.9,2.1,2.7,Yes,73.4,8.4,Poor,5,High School,Low,1.9,No,3.38,8,4.7,No,5,9.5,Cafe,Yes,High,3,3,10,Reading,8.4,82
118994,17,Male,Business,6.7,2.5,3.0,Yes,90.9,7.9,Poor,1,Master,High,6.8,No,3.31,4,6.0,No,1,12.5,Library,No,High,4,8,7,Auditory,6.2,82
118995,24,Male,Biology,5.6,4.9,0.7,No,72.4,8.1,Fair,0,PhD,Low,6.9,No,3.96,5,7.3,No,3,11.9,Cafe,No,Low,5,1,10,Auditory,7.8,96
118996,21,Male,Psychology,1.3,0.5,1.8,Yes,92.6,10.5,Fair,2,Master,High,5.7,Yes,4.0,2,6.2,No,2,4.7,Cafe,No,Low,10,8,7,Reading,4.6,96
118997,18,Female,Psychology,0.5,0.1,3.2,No,53.6,5.8,Good,0,Some College,Medium,6.5,No,2.69,5,5.6,No,0,5.1,Dorm,Yes,High,6,6,9,Kinesthetic,2.3,77
118998,20,Other,Computer Science,6.916234245571419,1.8,2.1,No,76.4,8.0,Good,5,High School,High,7.9,No,3.5,2,1,No,2,12.6,Dorm,Yes,High,5,8,7,Auditory,7.5,96
118999,26,Male,Engineering,4.2,4.1,3.9,Yes,53.7,10.5,Fair,5,Master,Medium,10,No,3.64,7,6.9,No,3,12.9,Dorm,No,High,3,2,10,Visual,5.2,87
119000,24,Other,Biology,6.2,0.6,3.3,No,42.5,7.4,Good,1,High School,Low,9.0,Yes,3.98,3,4.1,No,3,10.2,Library,Yes,Medium,5,4,10,Kinesthetic,3.8,95
119001,16,Female,Business,2.7,3.4,0.2,Yes,40.1,7.9,Poor,1,PhD,High,10,No,4.0,1,7.0,No,0,6.9,Quiet Room,Yes,Low,2,8,7,Visual,7.5,100
119002,17,Male,Psychology,4.4,1.8,1.3,No,50.7,6.1,Good,6,High School,Low,5.6,No,2.83,2,1.7,No,0,7.6,Co-Learning Group,No,High,6,2,10,Reading,5.9,72
119003,22,Female,Computer Science,2.071178160748448,1.2,3.6,No,57.3,4.4,Poor,0,Master,Medium,6.6,No,2.98,6,3.3,No,2,8.6,Cafe,Yes,High,2,8,7,Visual,3.1,85
119004,25,Female,Business,5.4,0.2,0.9,Yes,56.5,6.4,Good,5,Some College,Medium,7.9,No,4.0,8,8.6,No,0,6.9,Co-Learning Group,No,Medium,9,10,5,Reading,1.9,98
119005,27,Female,Business,3.5,3.6,2.0,No,93.0,8.6,Fair,0,Master,High,7.1,Yes,4.0,8,3.1,No,3,10.4,Quiet Room,No,Low,5,8,7,Auditory,3.8,99
119006,26,Other,Biology,2.4,1.3,1.0,Yes,57.8,8.9,Fair,3,High School,High,8.2,Yes,2.52,6,6.2,No,4,4.8,Cafe,No,Medium,4,1,10,Kinesthetic,2.5,69
119007,19,Male,Psychology,3.5,0.4,3.1,Yes,73.4,6.6,Good,4,PhD,Medium,6.2,Yes,3.93,7,3.5,No,1,7.8,Library,No,Low,1,10,5,Reading,1.1,100
119008,20,Female,Biology,2.2,4.5,1.8,Yes,96.9,8.5,Good,4,Master,High,10,Yes,3.39,6,4.2,No,0,10.1,Co-Learning Group,No,Medium,5,7,8,Kinesthetic,9.2,87
119009,16,Male,Business,2.0,4.6,3.5,Yes,85.7,6.8,Good,1,PhD,Low,6.1,Yes,2.82,3,6.0,No,5,11.3,Quiet Room,No,Low,6,9,6,Visual,6.3,73
119010,16,Other,Psychology,2.7,0.3,3.3,Yes,42.4,7.8,Poor,0,PhD,Low,6.7,Yes,3.54,4,5.3,No,5,6.6,Dorm,No,Low,9,7,8,Reading,7.0,87
119011,21,Female,Psychology,7.1,4.4,0.7,Yes,45.5,5.5,Good,1,Bachelor,High,10,Yes,3.19,5,5.0,No,5,13.4,Co-Learning Group,Yes,Low,1,3,10,Reading,2.8,76
119012,26,Other,Biology,2.2,0.3,0.8,No,41.9,8.1,Fair,2,Some College,High,7.8,No,3.37,6,5.1,No,1,4.4,Co-Learning Group,Yes,Medium,2,4,10,Auditory,3.8,82
119013,28,Female,Psychology,3.6,2.0,2.7,Yes,71.9,5.5,Fair,7,Master,Medium,8.1,No,4.0,5,1,No,5,9.4,Cafe,No,Medium,5,7,8,Kinesthetic,1.2,100
119014,25,Female,Business,2.5,2.8,2.4,Yes,87.7,6.7,Fair,3,PhD,Medium,7.2,No,3.16,2,5.0,No,0,9.5,Dorm,No,Low,8,9,6,Kinesthetic,2.0,70
119015,27,Female,Computer Science,7.287736875114737,4.8,1.3,Yes,62.5,6.9,Poor,4,Some College,High,7.0,Yes,4.0,1,2.4,No,3,15.2,Cafe,No,High,4,9,6,Visual,1.1,94
119016,17,Male,Psychology,5.1,3.9,4.0,No,97.0,6.7,Poor,3,Some College,Low,4.6,No,3.88,4,6.2,No,0,13.2,Co-Learning Group,No,High,6,6,9,Kinesthetic,4.9,99
119017,18,Female,Business,4.1,3.3,0.0,No,90.5,8.2,Fair,4,PhD,High,5.6,No,3.4,1,1,No,0,8.3,Library,No,Low,2,7,8,Kinesthetic,7.6,81
119018,17,Other,Biology,5.5,4.8,2.4,Yes,85.6,5.3,Fair,6,High School,High,4.5,No,4.0,7,3.0,No,0,13.0,Dorm,Yes,Low,3,3,10,Kinesthetic,8.8,100
119019,23,Female,Computer Science,4.513087801356745,1.3,1.7,Yes,64.5,7.1,Good,6,High School,Low,7.7,No,4.0,2,6.1,No,3,9.1,Dorm,Yes,High,10,2,10,Visual,5.9,98
119020,28,Other,Engineering,3.4,0.2,1.7,No,92.8,8.7,Fair,7,Master,High,8.0,No,3.14,6,4.2,No,0,6.5,Dorm,No,Low,10,6,9,Visual,7.4,77
119021,18,Other,Business,2.3,1.2,3.4,No,66.0,6.9,Good,7,Bachelor,Medium,10,No,2.72,5,7.4,No,1,7.9,Co-Learning Group,Yes,High,6,3,10,Visual,1.2,65
119022,26,Male,Engineering,5.7,2.4,0.3,Yes,92.5,6.8,Good,5,PhD,Medium,6.1,No,2.67,2,5.6,No,4,9.3,Dorm,Yes,Medium,5,2,10,Reading,7.9,72
119023,25,Male,Engineering,7.0,3.5,1.3,No,40.1,6.5,Good,4,Some College,Medium,6.2,No,3.88,6,7.8,No,0,13.5,Dorm,No,Low,5,10,5,Auditory,3.5,97
119024,20,Female,Business,7.4,1.4,1.4,No,49.4,7.7,Good,0,High School,High,7.8,Yes,3.33,2,5.8,No,0,11.7,Dorm,No,Medium,6,10,5,Visual,6.9,83
119025,25,Male,Psychology,0,0.1,3.2,Yes,71.6,8.7,Good,3,Bachelor,High,5.6,No,4.0,1,5.7,No,4,3.7,Library,Yes,High,1,10,5,Kinesthetic,6.4,100
119026,18,Other,Computer Science,5.586149374564217,0.6,3.5,Yes,79.1,8.2,Good,6,Bachelor,Medium,7.3,Yes,4.0,2,3.0,No,0,11.2,Quiet Room,No,Medium,10,7,8,Auditory,2.6,98
119027,23,Male,Computer Science,6.741508229915019,4.1,2.3,Yes,97.2,8.5,Good,2,High School,Low,8.8,No,4.0,7,6.9,No,4,14.1,Dorm,Yes,Medium,8,10,5,Kinesthetic,9.3,98
119028,16,Female,Arts,5.9,4.7,1.2,No,42.0,7.2,Fair,3,PhD,Medium,8.7,Yes,4.0,5,3.9,No,0,13.5,Co-Learning Group,Yes,Medium,2,4,10,Kinesthetic,1.6,99
119029,22,Other,Computer Science,2.105270662237487,0.1,3.0,Yes,88.9,7.3,Good,6,High School,Low,4.4,Yes,3.68,3,5.4,No,0,6.3,Quiet Room,Yes,Medium,4,5,10,Kinesthetic,3.6,93
119030,23,Female,Biology,4.5,3.5,3.0,No,42.1,8.0,Fair,0,Bachelor,Low,10,No,3.29,4,3.8,No,2,11.9,Library,Yes,Medium,2,4,10,Auditory,3.9,85
119031,16,Female,Arts,9.3,1.3,1.1,No,95.4,6.8,Fair,2,High School,Low,7.6,Yes,4.0,5,1,No,5,12.5,Co-Learning Group,Yes,Medium,2,8,7,Auditory,2.8,100
119032,25,Female,Engineering,10.0,1.1,2.8,No,46.8,8.4,Poor,1,Some College,Low,10,Yes,4.0,4,5.9,No,2,14.7,Quiet Room,Yes,Low,5,7,8,Auditory,4.7,100
119033,27,Female,Biology,1.0,3.8,2.4,Yes,66.8,7.6,Fair,5,PhD,High,9.3,No,3.13,1,6.6,No,0,8.0,Dorm,Yes,High,9,5,10,Reading,4.3,81
119034,24,Male,Biology,0,3.8,0.8,Yes,48.3,7.8,Fair,0,High School,High,3.4,No,2.78,1,6.4,No,1,5.3,Dorm,Yes,Low,9,3,10,Auditory,8.5,65
119035,18,Male,Psychology,1.6,1.2,2.2,No,96.7,7.0,Fair,0,Bachelor,Medium,7.5,Yes,2.44,3,5.3,No,5,5.5,Cafe,No,Medium,4,2,10,Visual,3.9,67
119036,24,Female,Business,3.5,2.0,1.2,No,72.5,6.2,Good,7,High School,Low,7.0,No,4.0,7,4.0,No,0,7.8,Library,No,Medium,6,8,7,Kinesthetic,3.6,93
119037,21,Female,Engineering,4.7,0.3,2.5,No,63.8,4.6,Fair,4,Bachelor,Medium,6.9,Yes,3.9,2,7.8,No,4,7.6,Quiet Room,Yes,Medium,1,4,10,Reading,1.0,100
119038,28,Other,Psychology,2.9,0.1,1.5,No,47.4,6.7,Good,1,High School,Low,8.3,Yes,2.94,2,4.2,No,2,5.6,Co-Learning Group,No,Medium,8,9,6,Kinesthetic,5.3,74
119039,26,Female,Computer Science,3.802953185519095,1.9,2.4,Yes,81.9,6.4,Good,1,Some College,High,8.3,Yes,4.0,5,3.2,No,1,9.1,Library,No,High,10,4,10,Auditory,4.6,97
119040,26,Other,Psychology,4.6,2.1,0.8,Yes,63.0,7.1,Poor,1,PhD,Low,10,Yes,4.0,8,4.8,No,2,9.2,Cafe,Yes,High,10,9,6,Kinesthetic,9.9,92
119041,28,Male,Computer Science,3.8112369746783674,1.2,0.3,Yes,75.6,5.3,Fair,6,Master,High,7.300000000000001,No,3.93,2,7.1,No,1,6.2,Library,Yes,High,2,4,10,Reading,8.3,94
119042,22,Male,Engineering,5.9,0.5,1.7,Yes,56.5,7.1,Good,1,Bachelor,Low,4.7,Yes,3.87,1,6.0,No,3,8.7,Quiet Room,No,High,3,5,10,Kinesthetic,7.3,99
119043,27,Other,Computer Science,5.9065168628417535,3.7,0.0,No,81.9,5.8,Good,3,Master,Medium,9.3,No,4.0,2,6.2,No,1,9.9,Quiet Room,Yes,High,3,7,8,Reading,5.5,89
119044,21,Male,Business,5.8,2.3,3.0,Yes,72.7,7.7,Fair,5,Bachelor,Low,1,No,3.26,4,7.7,No,2,11.3,Library,Yes,High,7,4,10,Visual,1.4,83
119045,22,Male,Computer Science,6.23147656171724,2.8,3.6,No,54.9,7.1,Good,3,Some College,Medium,6.5,No,3.86,7,7.0,No,2,12.7,Co-Learning Group,Yes,Medium,3,9,6,Kinesthetic,5.2,95
119046,22,Male,Engineering,0.9,4.2,3.9,No,44.9,4.9,Poor,7,High School,Medium,7.1,Yes,2.75,5,6.8,No,4,9.6,Cafe,No,High,10,9,6,Kinesthetic,5.8,69
119047,16,Other,Psychology,1.1,1.0,1.8,Yes,76.4,7.1,Good,4,Bachelor,Medium,7.7,Yes,3.42,3,4.5,No,3,5.4,Quiet Room,Yes,Low,3,3,10,Visual,5.2,85
119048,26,Other,Engineering,2.9,0.4,2.4,Yes,89.0,6.0,Good,2,PhD,Medium,9.1,No,3.71,5,1.9,No,3,6.9,Cafe,Yes,High,10,7,8,Visual,2.5,99
119049,23,Other,Computer Science,5.397935773358417,2.5,3.4,Yes,68.6,6.8,Good,0,PhD,Low,7.8,Yes,4.0,5,5.4,No,5,12.0,Co-Learning Group,No,Medium,10,8,7,Reading,2.8,100
119050,19,Female,Biology,6.0,3.8,2.5,Yes,56.0,9.7,Good,7,Bachelor,Low,5.2,No,4.0,5,6.3,No,3,12.9,Dorm,Yes,Low,10,4,10,Reading,6.6,98
119051,24,Male,Business,3.8,0.3,0.1,Yes,65.9,7.4,Good,3,PhD,Low,4.6,Yes,4.0,2,3.8,No,0,4.7,Quiet Room,No,Medium,1,7,8,Visual,9.2,99
119052,24,Other,Arts,8.1,3.3,2.3,Yes,67.7,7.8,Poor,7,Some College,High,8.6,No,4.0,8,1.6,No,4,15.1,Dorm,No,Low,9,10,5,Reading,6.4,100
119053,22,Male,Business,3.6,1.9,0.6,Yes,68.6,8.9,Good,7,Bachelor,Medium,7.3,No,3.28,4,2.5,No,5,6.1,Dorm,Yes,Medium,5,5,10,Auditory,1.3,81
119054,18,Other,Psychology,4.7,0.1,0.6,No,75.2,4,Good,3,High School,High,10,No,4.0,8,6.3,No,5,7.1,Co-Learning Group,No,High,2,4,10,Reading,6.6,93
119055,19,Female,Biology,5.4,1.6,1.3,Yes,76.6,5.4,Fair,2,PhD,High,4.5,Yes,4.0,7,1.9,No,5,9.5,Dorm,Yes,Medium,4,5,10,Auditory,3.0,100
119056,25,Other,Arts,3.9,4.5,2.2,No,71.2,9.3,Fair,0,Some College,High,8.3,No,3.96,2,1.3,No,3,10.7,Dorm,No,Low,9,8,7,Kinesthetic,7.4,95
119057,20,Other,Psychology,5.7,2.1,1.5,Yes,92.3,6.2,Good,2,Bachelor,Medium,6.6,Yes,4.0,2,8.3,Yes,2,11.0,Quiet Room,Yes,Medium,4,3,10,Auditory,7.1,100
119058,17,Female,Biology,5.5,2.5,1.6,No,62.7,6.0,Fair,1,High School,High,6.2,No,2.58,4,7.7,No,5,11.4,Library,No,Low,6,1,10,Reading,8.9,65
